species_name,trait_class,trait_name,standard_name,method_name,model_name,value,value_type,precision,precision_type,sample_size,sex,location,reference_doi
species_723,,,,,,,,,,,,,
species_723,,,,,,,,,,,,,
species_723,,,,,,,,,,,,,
species_723,,,,,,,,,,,,,
species_723,,,,,,,,,,,,,
species_723,,,,,,,,,,,,,
species_723,,,,,,,,,,,,,
species_723,,,,,,,,,,,,,
species_723,,,,,,,,,,,,,
species_723,,,,,,,,,,,,,
species_723,,,,,,,,,,,,,
species_723,,,,,,,,,,,,,
species_723,,,,,,,,,,,,,
species_723,,,,,,,,,,,,,
species_723,,,,,,,,,,,,,
species_723,,,,,,,,,,,,,
species_723,,,,,,,,,,,,,
species_723,,,,,,,,,,,,,
species_723,,,,,,,,,,,,,
species_723,,,,,,,,,,,,,
species_723,,,,,,,,,,,,,
species_723,,,,,,,,,,,,,
species_723,,,,,,,,,,,,,
species_723,,,,,,,,,,,,,
species_723,Ecological Role,,,,,High,,,,,,"Shark Bay, Western Australia",
species_723,Ecological Role,,,,,High,mean,,,,,"Shark Bay, Western Australia",
species_723,Ecological Role,,,,,High,mean,,,,,"Shark Bay, WA",
species_723,Ecological Role,,,,,High,mean,,,,,"Shark Bay, WA",
species_723,Ecological Role,,,,,High,mean,,,,,"Shark Bay, WA",
species_723,Ecological Role,,,,,High,mean,,,,,"Shark Bay, WA",
species_723,Ecological Role,,,,,High,mean,,,,,"Shark Bay, WA",
species_723,Ecological Role,,,,,High,mean,,,,,"Shark Bay, WA",
species_723,Ecological Role,,,,,Medium,mean,,,,,"Shark Bay, WA",
species_723,Ecological Role,,,,,High,mean,,,,,"Shark Bay, WA",
species_723,Ecological Role,,,,,High,mean,,,,,"Shark Bay, WA",
species_723,Ecological Role,,,,,High,mean,,,,,"Shark Bay, WA",
species_723,Ecological Role,,,,,High,mean,,,,,"Shark Bay, WA",
species_723,Ecological Role,,,,,High,mean,,,,,"Shark Bay, WA",
species_723,Ecological Role,,,,,Medium,mean,,,,,"Shark Bay, WA",
species_723,Ecological Role,,,,,High,mean,,,,,"Shark Bay, WA",
species_723,Ecological Role,,,,,High,mean,,,,,"Shark Bay, WA",
species_723,Ecological Role,,,,,High,mean,,,,,"Shark Bay, WA",
species_723,Ecological Role,,,,,High,mean,,,,,"Shark Bay, WA",
species_723,Ecological Role,,,,,High,mean,,,,,"Shark Bay, WA",
species_723,Ecological Role,,,,,High,mean,,,,,"Shark Bay, WA",
species_723,Ecological Role,,,,,High,mean,,,,,"Shark Bay, WA",
species_723,Ecological Role,,,,,High,mean,,,,,"Shark Bay, WA",
species_723,Ecological Role,,,,,High,mean,,,,,"Shark Bay, WA",
species_723,Ecological Role,,,,,High,mean,,,,,"Shark Bay, WA",
species_723,Ecological Role,,,,,High,mean,,,,,"Shark Bay, WA",
species_723,Ecological Role,,,,,High,mean,,,,,"Shark Bay, WA",
species_723,Ecological Role,,,,,High,mean,,,,,"Shark Bay, WA",
species_723,Ecological Role,,,,,Medium,mean,,,,,"Shark Bay, WA",
species_723,Ecological Role,,,,,Medium,mean,,,,,"Shark Bay, WA",
species_723,Ecological Role,,,,,High,mean,,,,,"Shark Bay, WA",
species_723,Ecological Role,,,,,High,mean,,,,,"Shark Bay, WA",
species_723,Ecological Role,,,,,High,mean,,,,,"Shark Bay, WA",
species_723,Ecological Role,,,,,High,mean,,,,,"Shark Bay, WA",
species_723,Ecological Role,,,,,High,mean,,,,,Shark Bay,
species_723,Ecological Role,,,,,High,mean,,,,,Shark Bay,
species_723,Ecological Role,,,,,High,mean,,,,,"Shark Bay, WA",
species_723,Ecological Role,,,,,High,mean,,,,,"Shark Bay, WA",
species_723,Ecological Role,,,,,Medium,mean,,,,,"Shark Bay, WA",
species_723,Ecological Role,,,,,Medium,mean,,,,,"Shark Bay, WA",
species_723,Ecological Role,,,,,High,mean,,,,,"Shark Bay, WA",
species_723,Ecological Role,,,,,High,mean,,,,,"Shark Bay, WA",
species_723,Ecological Role,,,,,Medium,mean,,,,,"Shark Bay, WA",
species_723,Ecological Role,,,,,Medium,mean,,,,,"Shark Bay, WA",
species_723,Ecological Role,,,,,High,mean,,,,,"Lakshadweep, India",
species_723,Ecological Role,,,,,Medium,mean,,,,,"Lakshadweep, India",
species_723,Ecological Role,,,,,High,mean,,,,,"Lakshadweep, India",
species_723,Ecological Role,,,,,Low,mean,,,,,"Lakshadweep, India",
species_723,Ecological Role,,,,,Low,mean,,,,,Ningaloo Reef,
species_723,Ecological Role,,,,,High,mean,,,,,Ningaloo Reef,
species_723,Length,,,,,428,max,,,1,,"Townsville, Australia ",
species_723,Length,,,,,287,raw_value,,,1,,"Townsville, Australia ",
species_723,Length,,,,,287,min,,,1,,"Townsville, Australia ",
species_723,Reproduction,,,,,6,min,,range,22,,"Townsville, Australia ",
species_723,Reproduction,,,,,31.5,mean,,,25,,"Townsville, Australia ",
species_723,Length,,,,,80,raw_value,,range,,,"Townsville, Australia ",
species_723,Ecological Role,,,,,High,mean,,,,,"Derawan Island, East Kalimantan, Indonesia",
species_723,Ecological Role,,,,,Medium,mean,,,,,"Derawan Island, East Kalimantan, Indonesia",
species_723,Ecological Role,,,,,High,mean,,,,,"Derawan Island, East Kalimantan, Indonesia",
species_723,Ecological Role,,,,,Low,mean,,,,,"Derawan Island, East Kalimantan, Indonesia",
species_723,Ecological Role,,,,,High,mean,,,,,Bermuda,
species_723,Ecological Role,,,,,Medium,mean,,,,,Bermuda,
species_723,Ecological Role,,,,,High,mean,,,,,Bermuda,
species_723,Ecological Role,,,,,Low,mean,,,,,Bermuda,
species_723,Ecological Role,,,,,High,mean,,,,,Bermuda,
species_723,Ecological Role,,,,,Medium,mean,,,,,Bermuda,
species_723,Ecological Role,,,,,High,mean,,,,,Bermuda,
species_723,Ecological Role,,,,,Low,mean,,,,,Bermuda,
species_723,Ecological Role,,,,,High,mean,,,,,Bermuda,
species_723,Ecological Role,,,,,Medium,mean,,,,,Bermuda,
species_723,Ecological Role,,,,,High,mean,,,,,Bermuda,
species_723,Ecological Role,,,,,Low,mean,,,,,Bermuda,
species_723,Ecological Role,,,,,High,mean,,,,,"Prince of Wales Island, Alaska",
species_723,Ecological Role,,,,,Medium,mean,,,,,"Prince of Wales Island, Alaska",
species_723,Ecological Role,,,,,High,mean,,,,,"Prince of Wales Island, Alaska",
species_723,Ecological Role,,,,,Low,mean,,,,,"Prince of Wales Island, Alaska",
species_723,Ecological Role,,,,,High,mean,,,,,North Carolina,
species_723,Ecological Role,,,,,Medium,mean,,,,,North Carolina,
species_723,Ecological Role,,,,,Medium,mean,,,,,North Carolina,
species_723,Ecological Role,,,,,Low,mean,,,,,North Carolina,
species_723,Ecological Role,,,,,High,mean,,,,,North Carolina,
species_723,Ecological Role,,,,,Low,mean,,,,,North Carolina,
species_723,Ecological Role,,,,,Medium,mean,,,,,North Carolina,
species_723,Ecological Role,,,,,Low,mean,,,,,North Carolina,
species_723,Ecological Role,,,,,Medium,mean,,,,,North Carolina,
species_723,Ecological Role,,,,,Low,mean,,,,,North Carolina,
species_723,Ecological Role,,,,,Low,mean,,,,,North Carolina,
species_723,Ecological Role,,,,,Low,mean,,,,,North Carolina,
species_723,Ecological Role,,,,,Medium,mean,,,,,Caribbean,
species_723,Ecological Role,,,,,Medium,mean,,,,,Caribbean,
species_723,Ecological Role,,,,,High,mean,,,,,Great Barrier Reef,
species_723,Ecological Role,,,,,Medium,mean,,,,,Great Barrier Reef,
species_723,Ecological Role,,,,,Medium,mean,,,,,Great Barrier Reef,
species_723,Ecological Role,,,,,Medium,mean,,,,,Great Barrier Reef,
species_723,Ecological Role,,,,,High,mean,,,,,Rowley/Scott Reefs,
species_723,Ecological Role,,,,,Medium,mean,,,,,Rowley/Scott Reefs,
species_723,Ecological Role,,,,,Low,mean,,,,,Rowley/Scott Reefs,
species_723,Ecological Role,,,,,Low,mean,,,,,Rowley/Scott Reefs,
species_723,Ecological Role,,,,,High,mean,,,,,Rowley/Scott Reefs,
species_723,Ecological Role,,,,,Medium,mean,,,,,Rowley/Scott Reefs,
species_723,Ecological Role,,,,,Low,mean,,,,,Rowley/Scott Reefs,
species_723,Ecological Role,,,,,Low,mean,,,,,Rowley/Scott Reefs,
species_723,Ecological Role,,,,,High,mean,,,,,Southern Brazilian Coast,
species_723,Ecological Role,,,,,High,mean,,,,,Southern Brazilian Coast,
species_723,Ecological Role,,,,,High,mean,,,,,Rowley/Scott Reefs,
species_723,Ecological Role,,,,,Medium,mean,,,,,Rowley/Scott Reefs,
species_723,Ecological Role,,,,,Low,mean,,,,,Rowley/Scott Reefs,
species_723,Ecological Role,,,,,Low,mean,,,,,Rowley/Scott Reefs,
species_723,Ecological Role,,,,,High,mean,,,,,"Shark Bay, WA",
species_723,Ecological Role,,,,,High,mean,,,,,"Shark Bay, WA",
species_723,Ecological Role,,,,,High,mean,,,,,"Shark Bay, WA",
species_723,Ecological Role,,,,,High,mean,,,,,"Shark Bay, WA",
species_723,Ecological Role,,,,,High,mean,,,,,Rowley/Scott Reefs,
species_723,Ecological Role,,,,,Medium,mean,,,,,Rowley/Scott Reefs,
species_723,Ecological Role,,,,,Low,mean,,,,,Rowley/Scott Reefs,
species_723,Ecological Role,,,,,Low,mean,,,,,Rowley/Scott Reefs,
species_723,Relationships,,,,,1.2191,raw_value,,,187,,Main Hawaiian Islands,
species_723,Relationships,,,,,20.181,raw_value,,,187,,Main Hawaiian Islands,
species_723,Length,,,,,292,raw_value,,,151,,Main Hawaiian Islands,
species_723,Length,,,,,330,min,,range,167,,Main Hawaiian Islands,
species_723,Reproduction,,,,,3,min,,range,21,,Main Hawaiian Islands,
species_723,Reproduction,,,,,32.6,mean,,,21,,Main Hawaiian Islands,
species_723,Reproduction,,,,,100,min,,range,100,,Main Hawaiian Islands,
species_723,Reproduction,,,,,15,min,,range,23,,Main Hawaiian Islands,
species_723,Length,,,,,80,min,,range,23,,Main Hawaiian Islands,
species_723,Reproduction,,,,,May ,min,,,54,,Main Hawaiian Islands,
species_723,Reproduction,,,,,40,min,,range,108,,Main Hawaiian Islands,
species_723,Reproduction,,,,,January ,min,,range,4,,Main Hawaiian Islands,
species_723,Reproduction,,,,,September,min,,range,54,,Main Hawaiian Islands,
species_723,Length,,,,,447,max,,,1,,Main Hawaiian Islands,
species_723,Length,,,,,314,max,,,1,,Main Hawaiian Islands,
species_723,Reproduction,,,,,Triennial,raw_value,,,,,Main Hawaiian Islands,
species_723,Length,,,,,81.5,raw_value,,,1,,"Ishigaki Islands, Japan ",
species_723,Reproduction,,,,,1552.9,raw_value,,,1,,"Ishigaki Islands, Japan ",
species_723,Reproduction,,,,,338.5,raw_value,,,1,,"Ishigaki Islands, Japan ",
species_723,Length,,,,,334,min,,range,3,,"Ishigaki Islands, Japan ",
species_723,Reproduction,,,,,Matrotrophy,raw_value,,,,,"Ishigaki Islands, Japan ",
species_723,Length,,,,,380.2,max,,,1,,Indonesia ,
species_723,Length,,,,,385.3,max,,,1,,Indonesia ,
species_723,Length,,,,,300,min,,range,53,,Indonesia ,
species_723,Length,,,,,385.3,raw_value,,,1,,Indonesia ,
species_731,,,,,,,,,,,,,
species_731,,,,,,,,,,,,,
species_731,Length,,,,,149,max,,,1,,India (some from Baleshwar),
species_731,Length,,,,,156.3,max,,,1,,India (some from Baleshwar),
species_732,,,,,,,,,,,,,
species_732,,,,,,,,,,,,,
species_732,,,,,,,,,,,,,
species_732,,,,,,,,,,,,,
species_732,Length,,,,,125,max,,,1,,"Jakarta, Indonesia & Sarawak, Malaysia",
species_732,Length,,,,,145,max,,,1,,"Jakarta, Indonesia & Sarawak, Malaysia",
species_732,Length,,,,,128.2,max,,,1,,"Jakarta, Indonesia & Sarawak, Malaysia",
species_732,Length,,,,,40.8,,,,17,,"Jakarta, Indonesia & Sarawak, Malaysia",
species_733,,,,,,,,,,,,,
species_733,,,,,,,,,,,,,
species_733,,,,,,,,,,,,,
species_733,,,,,,,,,,,,,
species_733,,,,,,,,,,,,,
species_733,,,,,,,,,,,,,
species_733,,,,,,,,,,,,,
species_733,,,,,,,,,,,,,
species_733,,,,,,,,,,,,,
species_733,,,,,,,,,,,,,
species_733,Length,,,,,97.4,max,,,1,,Indonesia ,
species_733,Length,,,,,98.9,max,,,1,,Indonesia ,
species_733,Length,,,,,81.9,raw_value,80.2,95% Confidence Interval,57,,Indonesia ,
species_733,Length,,,,,84.1,raw_value,,,57,,Indonesia ,
species_733,Length,,,,,90.6,min,,range,8,,Indonesia ,
species_733,Reproduction,,,,,September,min,,range,,,Indonesia ,
species_733,Reproduction,,,,,2,raw_value,,,8,,Indonesia ,
species_733,Length,,,,,54,min,,range,,,Indonesia ,
species_733,Relationships,,,,,2.0e-09,raw_value,,,13,,Indonesia ,
species_733,Relationships,,,,,4.043,raw_value,,,13,,Indonesia ,
species_748,,,,,,,,,,,,,
species_748,,,,,,,,,,,,,
species_748,,,,,,,,,,,,,
species_748,,,,,,,,,,,,,
species_748,,,,,,,,,,,,,
species_748,,,,,,,,,,,,,
species_748,,,,,,,,,,,,,
species_748,,,,,,,,,,,,,
species_748,,,,,,,,,,,,,
species_748,,,,,,,,,,,,,
species_748,,,,,,,,,,,,,
species_748,Length,,,,,74,max,,,23,,Bahrain,
species_748,Length,,,,,92,max,,,23,,Bahrain,
species_748,Length,,,,,93,max,,,21,,Bahrain,
species_748,Relationships,,,,,0.0013,,,,63,,Oman Sea,
species_748,Relationships,,,,,3.266,,3.034,95% Confidence Interval,63,,Oman Sea,
species_748,Relationships,,,,,0.0157,,,,23,,Oman Sea,
species_748,Relationships,,,,,2.583,,2.167,95% Confidence Interval,23,,Oman Sea,
species_748,Relationships,,,,,0.0019,,,,40,,Oman Sea,
species_748,Length,,,,,125,max,,,1,,Indonesia,
species_748,Length,,,,,83.4,max,,,1,,Indonesia,
species_748,Length,,,,,85.9,max,,,1,,Indonesia,
species_749,,,,,,,,,,,,,
species_749,,,,,,,,,,,,,
species_749,,,,,,,,,,,,,
species_749,,,,,,,,,,,,,
species_749,,,,,,,,,,,,,
species_749,,,,,,,,,,,,,
species_749,,,,,,,,,,,,,
species_749,,,,,,,,,,,,,
species_749,,,,,,,,,,,,,
species_749,,,,,,,,,,,,,
species_749,,,,,,,,,,,,,
species_749,,,,,,,,,,,,,
species_749,,,,,,,,,,,,,
species_749,,,,,,,,,,,,,
species_749,,,,,,,,,,,,,
species_749,,,,,,,,,,,,,
species_749,,,,,,,,,,,,,
species_749,,,,,,,,,,,,,
species_749,,,,,,,,,,,,,
species_749,,,,,,,,,,,,,
species_749,,,,,,,,,,,,,
species_749,,,,,,,,,,,,,
species_749,,,,,,,,,,,,,
species_749,,,,,,,,,,,,,
species_749,,,,,,,,,,,,,
species_749,,,,,,,,,,,,,
species_749,,,,,,,,,,,,,
species_749,,,,,,,,,,,,,
species_749,,,,,,,,,,,,,
species_749,,,,,,,,,,,,,
species_749,,,,,,,,,,,,,
species_749,,,,,,,,,,,,,
species_749,,,,,,,,,,,,,
species_749,,,,,,,,,,,,,
species_749,,,,,,,,,,,,,
species_749,,,,,,,,,,,,,
species_749,,,,,,,,,,,,,
species_749,,,,,,,,,,,,,
species_749,,,,,,,,,,,,,
species_749,Length,,,,,110,max,,,180,,Timor Sea,
species_749,Length,,,,,103,max,,,284,,Timor Sea,
species_749,Length,,,,,65,visual_estimation,,,180,,Timor Sea,
species_749,Length,,,,,60,visual_estimation,,,284,,Timor Sea,
species_749,Length,,,,,30,visual_estimation,27,range,,,Timor Sea,
species_749,Reproduction,,,,,6,mean,,,,,Timor Sea,
species_749,Reproduction,,,,,February,min,,range,,,Timor Sea,
species_749,Reproduction,,,,,September,,,,,,Timor Sea,
species_749,Reproduction,,,,,February,,,,,,Timor Sea,
species_749,Reproduction,,,,,September,,,,,,Timor Sea,
species_749,Reproduction,,,,,1.05,raw_value,,,451,,Timor Sea,
species_749,Reproduction,,,,,8,mean,1,range,,,Timor Sea,
species_749,Reproduction,,,,,0.5,,,,,,Timor Sea,
species_749,Reproduction,,,,,Yes,,,,,,Timor Sea,
species_749,Relationships,,,,,1.3295454545454544,,,,331,,Timor Sea,
species_749,Relationships,,,,,1.1363636363636365,,,,331,,Timor Sea,
species_749,Relationships,,,,,0.00348,,,,425,,Timor Sea,
species_749,Relationships,,,,,3,,,,425,,Timor Sea,
species_749,Length,,,,,1130,max,,,139,,Moreton Bay,
species_749,Length,,,,,1072,max,,,108,,Moreton Bay,
species_749,Length,,,,,75.94,mean,72.18,95% Confidence Interval,93,,Moreton Bay,
species_749,Length,,,,,82.9,mean,74.33,95% Confidence Interval,93,,Moreton Bay,
species_749,Length,,,,,75.63,mean,73.94,95% Confidence Interval,83,,Moreton Bay,
species_749,Length,,,,,79.22,mean,73.98,95% Confidence Interval,83,,Moreton Bay,
species_749,Reproduction,,,,,10,max,,,25,,Moreton Bay,
species_749,Reproduction,,,,,8.1,mean,2.6,standard deviation,17,,Moreton Bay,
species_749,Reproduction,,,,,4,min,,range,17,,Moreton Bay,
species_749,Reproduction,,,,,1,,,,25,,Moreton Bay,
species_749,Reproduction,,,,,Yes,,,,,,Moreton Bay,
species_749,Relationships,,,,,2.59,,,,226,,Moreton Bay,
species_749,Relationships,,,,,1.132,,,,226,,Moreton Bay,
species_749,Relationships,,,,,3.52e-09,,,,169,,Moreton Bay,
species_749,Relationships,,,,,3.008,,,,169,,Moreton Bay,
species_749,Relationships,,,,,1.51e-09,,,,89,,Moreton Bay,
species_749,Relationships,,,,,3.14,,,,89,,Moreton Bay,
species_749,Relationships,,,,,1.014e-08,,,,80,,Moreton Bay,
species_749,Relationships,,,,,2.842,,,,80,,Moreton Bay,
species_749,Length,,,,,90,max,,,1,,Gulf of Papua,
species_749,Length,,,,,60.6,mean,,95% Confidence Interval,14,,Gulf of Papua,
species_750,,,,,,,,,,,,,
species_750,,,,,,,,,,,,,
species_750,,,,,,,,,,,,,
species_750,,,,,,,,,,,,,
species_750,,,,,,,,,,,,,
species_750,,,,,,,,,,,,,
species_750,,,,,,,,,,,,,
species_750,,,,,,,,,,,,,
species_750,,,,,,,,,,,,,
species_750,,,,,,,,,,,,,
species_750,,,,,,,,,,,,,
species_750,Length,,,,,114.1,max,,,1,,Indonesia,
species_750,Length,,,,,78.1,min,,range,7,,Indonesia,
species_750,Reproduction,,,,,2,min,,range,7,,Indonesia,
species_750,Reproduction,,,,,3.3,mean,,,7,,Indonesia,
species_750,Length,,,,,47,raw_value,,,,,Indonesia,
species_750,Length,,,,,101,max,,,1,,Indonesia,
species_750,Length,,,,,75.3,mean,74,95% Confidence Interval,53,,Indonesia,
species_750,Length,,,,,77,mean,75.4,95% Confidence Interval,53,,Indonesia,
species_750,Relationships,,,,,2.0e-08,raw_value,,,20,,Indonesia,
species_750,Relationships,,,,,3.768,raw_value,,,20,,Indonesia,
species_750,Length,,,,,75,min,,range,38,,Indonesia,
species_751,,,,,,,,,,,,,
species_751,,,,,,,,,,,,,
species_751,,,,,,,,,,,,,
species_751,,,,,,,,,,,,,
species_751,,,,,,,,,,,,,
species_751,,,,,,,,,,,,,
species_751,,,,,,,,,,,,,
species_751,,,,,,,,,,,,,
species_751,,,,,,,,,,,,,
species_751,,,,,,,,,,,,,
species_751,,,,,,,,,,,,,
species_751,,,,,,,,,,,,,
species_751,,,,,,,,,,,,,
species_751,,,,,,,,,,,,,
species_751,,,,,,,,,,,,,
species_751,,,,,,,,,,,,,
species_751,,,,,,,,,,,,,
species_751,,,,,,,,,,,,,
species_751,,,,,,,,,,,,,
species_751,,,,,,,,,,,,,
species_751,,,,,,,,,,,,,
species_751,,,,,,,,,,,,,
species_751,,,,,,,,,,,,,
species_751,,,,,,,,,,,,,
species_751,,,,,,,,,,,,,
species_751,,,,,,,,,,,,,
species_751,,,,,,,,,,,,,
species_751,,,,,,,,,,,,,
species_751,,,,,,,,,,,,,
species_751,,,,,,,,,,,,,
species_751,,,,,,,,,,,,,
species_751,,,,,,,,,,,,,
species_751,,,,,,,,,,,,,
species_751,,,,,,,,,,,,,
species_751,,,,,,,,,,,,,
species_751,,,,,,,,,,,,,
species_751,,,,,,,,,,,,,
species_751,,,,,,,,,,,,,
species_751,Growth,,,,,177.6,,7.5,,14,,Great Barrier Reef Marine Park,
species_751,Growth,,,,,53.8,,15.9,,14,,Great Barrier Reef Marine Park,
species_751,Growth,,,,,175.4,,6.6,,14,,Great Barrier Reef Marine Park,
species_751,Growth,,,,,62.5,,11.8,,14,,Great Barrier Reef Marine Park,
species_751,Growth,,,,,173.9,,6,,14,,Great Barrier Reef Marine Park,
species_751,Growth,,,,,0.492,,0.109,,14,,Great Barrier Reef Marine Park,
species_751,Growth,,,,,0.313,,0.079,,14,,Great Barrier Reef Marine Park,
species_751,Growth,,,,,10.675,,,,14,,Great Barrier Reef Marine Park,
species_751,Growth,,,,,0.4,,0.092,,14,,Great Barrier Reef Marine Park,
species_751,Growth,,,,,10.753,,,,14,,Great Barrier Reef Marine Park,
species_751,Growth,,,,,67.5,,10.2,,14,,Great Barrier Reef Marine Park,
species_751,Growth,,,,,10.86,,,,14,,Great Barrier Reef Marine Park,
species_751,Length,,,,,200.3,max,,,21,,Great Barrier Reef Marine Park,
species_751,Length,,,,,169,max,,,21,,Great Barrier Reef Marine Park,
species_751,Length,,,,,184,max,,,222,,Timor Sea,
species_751,Length,,,,,177,max,,,256,,Timor Sea,
species_751,Length,,,,,110,min,,range,222,,Timor Sea,
species_751,Length,,,,,110,visual_estimation,,,256,,Timor Sea,
species_751,Length,,,,,108,min,,,256,,Timor Sea,
species_751,Length,,,,,116,max,,,256,,Timor Sea,
species_751,Length,,,,,52,visual_estimation,52,range,,,Timor Sea,
species_751,Reproduction,,,,,35,max,,,,,Timor Sea,
species_751,Reproduction,,,,,September,,,,,,Timor Sea,
species_751,Reproduction,,,,,June,,,,,,Timor Sea,
species_751,Reproduction,,,,,April,,,,,,Timor Sea,
species_751,Reproduction,,,,,7,min,,range,,,Timor Sea,
species_751,Reproduction,,,,,6,mean,2,range,,,Timor Sea,
species_751,Reproduction,,,,,≥2,,,,27,,Timor Sea,
species_751,Reproduction,,,,,Yes,,,,,,Timor Sea,
species_751,Relationships,,,,,1.810126582278481,,,,58,,Timor Sea,
species_751,Relationships,,,,,1.2658227848101264,,,,58,,Timor Sea,
species_751,Relationships,,,,,0.00162,,,,30,,Timor Sea,
species_751,Relationships,,,,,3.21,,,,30,,Timor Sea,
species_751,Length,,,,,206.8,max,,,1,,Indonesia,
species_751,Length,,,,,172.4,max,,,1,,Indonesia,
species_751,Length,,,,,123,min,,range,9,,Indonesia,
species_751,Length,,,,,112,max,,,1,,"Maluku Province, Indonesia",
species_751,Length,,,,,220,max,,,1,,"Maluku Province, Indonesia",
species_753,,,,,,,,,,,,,
species_753,,,,,,,,,,,,,
species_753,,,,,,,,,,,,,
species_753,,,,,,,,,,,,,
species_753,,,,,,,,,,,,,
species_753,,,,,,,,,,,,,
species_753,,,,,,,,,,,,,
species_753,,,,,,,,,,,,,
species_753,,,,,,,,,,,,,
species_753,,,,,,,,,,,,,
species_753,,,,,,,,,,,,,
species_753,,,,,,,,,,,,,
species_753,,,,,,,,,,,,,
species_753,,,,,,,,,,,,,
species_753,,,,,,,,,,,,,
species_753,,,,,,,,,,,,,
species_753,,,,,,,,,,,,,
species_753,,,,,,,,,,,,,
species_753,,,,,,,,,,,,,
species_753,,,,,,,,,,,,,
species_753,,,,,,,,,,,,,
species_753,,,,,,,,,,,,,
species_753,,,,,,,,,,,,,
species_753,Length,,,,,138,max,,,60,,Senegal Coast,
species_753,Length,,,,,132,max,,,66,,Senegal Coast,
species_753,Length,,,,,47.59,mean,1.39,standard deviation,11,,Senegal Coast,
species_753,Length,,,,,45,min,,range,11,,Senegal Coast,
species_753,Length,,,,,81,min,,,66,,Senegal Coast,
species_753,Length,,,,,89,max,,,66,,Senegal Coast,
species_753,Length,,,,,90,min,,,60,,Senegal Coast,
species_753,Length,,,,,100,max,,,60,,Senegal Coast,
species_753,Reproduction,,,,,28.6,mean,2.6,standard deviation,15,,Senegal Coast,
species_753,Reproduction,,,,,25,min,,range,15,,Senegal Coast,
species_753,Reproduction,,,,,May,min,,range,,,Senegal Coast,
species_753,Reproduction,,,,,May,min,,range,,,Senegal Coast,
species_753,Reproduction,,,,,12,mean,,,,,Senegal Coast,
species_753,Reproduction,,,,,8.5,mean,1.9,standard deviation,14,,Senegal Coast,
species_753,Reproduction,,,,,6,min,,range,14,,Senegal Coast,
species_753,Reproduction,,,,,4.6,mean,1.6,standard deviation,21,,Senegal Coast,
species_753,Reproduction,,,,,2,min,,range,21,,Senegal Coast,
species_753,Reproduction,,,,,1.3658536585365855,raw_value,,,97,,Senegal Coast,
species_753,Reproduction,,,,,2,min,,range,,,Senegal Coast,
species_753,Relationships,,,,,0.0030275547453758153,,,,66,,Senegal Coast,
species_753,Relationships,,,,,3.12,,,,66,,Senegal Coast,
species_753,Relationships,,,,,0.002265408914814322,,,,60,,Senegal Coast,
species_753,Relationships,,,,,3.24,,,,60,,Senegal Coast,
species_755,,,,,,,,,,,,,
species_755,Length,,,,,74.7,max,,,1,,Indonesia,
species_759,,,,,,,,,,,,,
species_759,,,,,,,,,,,,,
species_759,,,,,,,,,,,,,
species_759,,,,,,,,,,,,,
species_759,,,,,,,,,,,,,
species_759,,,,,,,,,,,,,
species_759,,,,,,,,,,,,,
species_759,,,,,,,,,,,,,
species_759,,,,,,,,,,,,,
species_759,,,,,,,,,,,,,
species_759,,,,,,,,,,,,,
species_759,,,,,,,,,,,,,
species_759,,,,,,,,,,,,,
species_759,,,,,,,,,,,,,
species_759,,,,,,,,,,,,,
species_759,,,,,,,,,,,,,
species_759,,,,,,,,,,,,,
species_759,,,,,,,,,,,,,
species_759,,,,,,,,,,,,,
species_759,Relationships,,,,,0.0011,raw_value,,,128,,"Sakthikulangara fishing harbour (Quilon), Kerala, Southwest India",
species_759,Relationships,,,,,3.28,raw_value,,,128,,"Sakthikulangara fishing harbour (Quilon), Kerala, Southwest India",
species_759,Length,,,,,23.5,max,,,1,,"Sakthikulangara fishing harbour (Quilon), Kerala, Southwest India",
species_759,Length,,,,,25.7,max,,,1,,"Sakthikulangara fishing harbour (Quilon), Kerala, Southwest India",
species_759,Reproduction,,,,,Aplacental Viviparity ,raw_value,,,136,,"Sakthikulangara fishing harbour (Quilon), Kerala, Southwest India",
species_759,Reproduction,,,,,No,raw_value,,,136,,"Sakthikulangara fishing harbour (Quilon), Kerala, Southwest India",
species_759,Reproduction,,,,,3,min,,range,,,"Sakthikulangara fishing harbour (Quilon), Kerala, Southwest India",
species_759,Reproduction,,,,,1,min,,range,,,"Sakthikulangara fishing harbour (Quilon), Kerala, Southwest India",
species_759,Length,,,,,10.5,min,,range,,,"Sakthikulangara fishing harbour (Quilon), Kerala, Southwest India",
species_759,Length,,,,,16.4,min,,range,218,,"Sakthikulangara fishing harbour (Quilon), Kerala, Southwest India",
species_759,Length,,,,,15.3,min,,,1,,"Sakthikulangara fishing harbour (Quilon), Kerala, Southwest India",
species_759,Length,,,,,18.6,max,,,1,,"Sakthikulangara fishing harbour (Quilon), Kerala, Southwest India",
species_759,Length,,,,,56,max,,,1,,"Sakthikulangara fishing harbour (Quilon), Kerala, Southwest India",
species_759,Length,,,,,17,mean,16.7,95% Confidence Interval,218,,"Sakthikulangara fishing harbour (Quilon), Kerala, Southwest India",
species_759,Length,,,,,18.3,mean,18.2,95% Confidence Interval,284,,"Sakthikulangara fishing harbour (Quilon), Kerala, Southwest India",
species_759,Relationships,,,,,0.00058,raw_value,,,297,,"Sakthikulangara fishing harbour (Quilon), Kerala, Southwest India",
species_759,Relationships,,,,,3.52,raw_value,,,297,,"Sakthikulangara fishing harbour (Quilon), Kerala, Southwest India",
